1689033600.0,743
1688947200.0,741
1688860800.0,733
1688774400.0,729
1688688000.0,727
1688601600.0,722
1688515200.0,720
1688428800.0,717
1688342400.0,714
1688256000.0,704
1688169600.0,692
1688083200.0,689
1687996800.0,686
1687910400.0,683
1687824000.0,680
1687737600.0,678
1687651200.0,674
1687564800.0,667
1687478400.0,665
1687392000.0,661
1687305600.0,659
1687219200.0,657
1687132800.0,654
1687046400.0,650
1686960000.0,646
1686873600.0,644
1686787200.0,642
1686700800.0,641
1686614400.0,639
1686528000.0,638
1686441600.0,636
1686355200.0,635
1686268800.0,633
1686182400.0,632
1686096000.0,631
1686009600.0,630
1685923200.0,629
1685836800.0,626
1685750400.0,624
1685664000.0,623
1685577600.0,622
1685491200.0,621
1685404800.0,620
1685318400.0,616
1685232000.0,614
1685145600.0,611
1685059200.0,609
1684972800.0,609
1684886400.0,604
1684800000.0,603
1684713600.0,602
1684627200.0,594
1684540800.0,587
1684454400.0,574
1684368000.0,520
1684281600.0,505
1684195200.0,489
1684108800.0,472
1684022400.0,422
1683936000.0,374
1683849600.0,359
1683763200.0,353
1683676800.0,345
1683590400.0,341
1683504000.0,337
1683417600.0,332
1683331200.0,325
1683244800.0,321
1683158400.0,313
1683072000.0,309
1682985600.0,302
1682899200.0,297
1682812800.0,279
1682726400.0,260
1682640000.0,259
1682553600.0,245
1682467200.0,240
1682380800.0,235
1682294400.0,230
1682208000.0,210
1682035200.0,184
